,realtime_start,date,gdp_value
2199,2000-04-27,2000-01-01,9697.2
2200,2000-05-25,2000-01-01,9697.6
2201,2000-06-29,2000-01-01,9707.0
2202,2000-07-28,2000-01-01,9752.7
2203,2001-07-27,2000-01-01,9668.7
2204,2002-07-31,2000-01-01,9649.5
2205,2003-12-10,2000-01-01,9629.4
2206,2009-07-31,2000-01-01,9709.5
2207,2013-07-31,2000-01-01,10036.1
2208,2014-07-30,2000-01-01,10031.0
2209,2017-10-27,2000-01-01,10031.030999999999
2210,2018-07-27,2000-01-01,10002.857
2211,2000-07-28,2000-04-01,9937.3
2212,2000-08-25,2000-04-01,9942.9
2213,2000-09-28,2000-04-01,9945.7
2214,2001-07-27,2000-04-01,9857.6
2215,2002-07-31,2000-04-01,9820.7
2216,2003-12-10,2000-04-01,9822.8
2217,2009-07-31,2000-04-01,9949.1
2218,2013-07-31,2000-04-01,10283.7
2219,2014-07-30,2000-04-01,10278.3
2220,2017-10-27,2000-04-01,10278.34
2221,2018-07-27,2000-04-01,10247.679
2222,2000-10-27,2000-07-01,10063.3
2223,2000-11-29,2000-07-01,10052.2
2224,2000-12-21,2000-07-01,10039.4
2225,2001-07-27,2000-07-01,9937.5
2226,2002-07-31,2000-07-01,9874.8
2227,2003-12-10,2000-07-01,9862.1
2228,2009-07-31,2000-07-01,10017.5
2229,2013-07-31,2000-07-01,10363.8
2230,2014-07-30,2000-07-01,10357.4
2231,2017-10-27,2000-07-01,10357.445
2232,2018-07-27,2000-07-01,10319.825
2233,2001-01-31,2000-10-01,10125.0
2234,2001-02-28,2000-10-01,10112.8
2235,2001-03-29,2000-10-01,10114.4
2236,2001-07-27,2000-10-01,10027.9
2237,2002-07-31,2000-10-01,9953.6
2238,2009-07-31,2000-10-01,10129.8
2239,2013-07-31,2000-10-01,10475.3
2240,2014-07-30,2000-10-01,10472.3
2241,2017-10-27,2000-10-01,10472.285
2242,2018-07-27,2000-10-01,10439.025
2243,2001-04-27,2001-01-01,10243.6
2244,2001-05-25,2001-01-01,10229.4
2245,2001-06-29,2001-01-01,10226.8
2246,2001-07-27,2001-01-01,10141.7
2247,2002-07-31,2001-01-01,10028.1
2248,2003-12-10,2001-01-01,10024.8
2249,2004-07-30,2001-01-01,10021.5
2250,2009-07-31,2001-01-01,10165.1
2251,2013-07-31,2001-01-01,10512.5
2252,2014-07-30,2001-01-01,10508.1
2253,2017-10-27,2001-01-01,10508.121000000001
2254,2018-07-27,2001-01-01,10472.879
2255,2001-07-27,2001-04-01,10217.6
2256,2001-08-29,2001-04-01,10201.6
2257,2001-09-28,2001-04-01,10202.6
2258,2002-07-31,2001-04-01,10049.9
2259,2003-12-10,2001-04-01,10088.2
2260,2004-07-30,2001-04-01,10128.9
2261,2009-07-31,2001-04-01,10301.3
2262,2013-07-31,2001-04-01,10641.6
2263,2014-07-30,2001-04-01,10638.4
2264,2017-10-27,2001-04-01,10638.383999999998
2265,2018-07-27,2001-04-01,10597.822
2266,2001-10-31,2001-07-01,10247.7
2267,2001-11-30,2001-07-01,10229.7
2268,2001-12-21,2001-07-01,10224.9
2269,2002-07-31,2001-07-01,10097.7
2270,2003-12-10,2001-07-01,10096.2
2271,2004-07-30,2001-07-01,10135.1
2272,2009-07-31,2001-07-01,10305.2
2273,2013-07-31,2001-07-01,10644.3
2274,2014-07-30,2001-07-01,10639.5
2275,2017-10-27,2001-07-01,10639.486
2276,2018-07-27,2001-07-01,10596.294
2277,2002-01-30,2001-10-01,10221.6
2278,2002-02-28,2001-10-01,10253.2
2279,2002-03-28,2001-10-01,10263.3
2280,2002-07-31,2001-10-01,10152.9
2281,2003-12-10,2001-10-01,10193.9
2282,2004-07-30,2001-10-01,10226.3
2283,2009-07-31,2001-10-01,10373.1
2284,2013-07-31,2001-10-01,10702.7
2285,2014-07-30,2001-10-01,10701.3
2286,2017-10-27,2001-10-01,10701.317
2287,2018-07-27,2001-10-01,10660.294
2288,2002-04-26,2002-01-01,10431.3
2289,2002-05-24,2002-01-01,10428.8
2290,2002-06-27,2002-01-01,10449.8
2291,2002-07-31,2002-01-01,10313.1
2292,2003-12-10,2002-01-01,10329.3
2293,2004-07-30,2002-01-01,10338.2
2294,2005-07-29,2002-01-01,10333.3
2295,2009-07-31,2002-01-01,10498.7
2296,2013-07-31,2002-01-01,10837.3
2297,2014-07-30,2002-01-01,10834.4
2298,2017-10-27,2002-01-01,10834.445
2299,2018-07-27,2002-01-01,10788.952
2300,2002-07-31,2002-04-01,10369.9
2301,2002-08-29,2002-04-01,10371.0
2302,2002-09-27,2002-04-01,10376.9
2303,2003-12-10,2002-04-01,10428.3
2304,2004-07-30,2002-04-01,10445.7
2305,2005-07-29,2002-04-01,10426.6
2306,2009-07-31,2002-04-01,10601.9
2307,2013-07-31,2002-04-01,10938.0
2308,2014-07-30,2002-04-01,10934.8
2309,2017-10-27,2002-04-01,10934.752
2310,2018-07-27,2002-04-01,10893.207
2311,2002-10-31,2002-07-01,10486.1
2312,2002-11-26,2002-07-01,10503.7
2313,2002-12-20,2002-07-01,10506.2
2314,2003-12-10,2002-07-01,10542.0
2315,2004-07-30,2002-07-01,10546.5
2316,2005-07-29,2002-07-01,10527.4
2317,2009-07-31,2002-07-01,10701.7
2318,2013-07-31,2002-07-01,11039.8
2319,2014-07-30,2002-07-01,11037.1
2320,2017-10-27,2002-07-01,11037.056999999999
2321,2018-07-27,2002-07-01,10992.051000000001
2322,2003-01-30,2002-10-01,10572.3
2323,2003-02-28,2002-10-01,10586.3
2324,2003-03-27,2002-10-01,10588.8
2325,2003-12-10,2002-10-01,10623.7
2326,2004-07-30,2002-10-01,10617.5
2327,2005-07-29,2002-10-01,10591.1
2328,2009-07-31,2002-10-01,10766.9
2329,2013-07-31,2002-10-01,11105.7
2330,2014-07-30,2002-10-01,11103.8
2331,2017-10-27,2002-10-01,11103.833999999999
2332,2018-07-27,2002-10-01,11071.463
2333,2003-04-25,2003-01-01,10697.6
2334,2003-05-29,2003-01-01,10704.2
2335,2003-06-26,2003-01-01,10688.4
2336,2003-12-10,2003-01-01,10735.8
2337,2004-07-30,2003-01-01,10744.6
2338,2005-07-29,2003-01-01,10717.0
2339,2006-07-28,2003-01-01,10705.6
2340,2009-07-31,2003-01-01,10888.4
2341,2011-07-29,2003-01-01,10887.4
2342,2013-07-31,2003-01-01,11230.8
2343,2014-07-30,2003-01-01,11230.1
2344,2017-10-27,2003-01-01,11230.078000000001
2345,2018-07-27,2003-01-01,11183.507
2346,2003-07-31,2003-04-01,10777.3
2347,2003-08-28,2003-04-01,10793.9
2348,2003-09-26,2003-04-01,10802.7
2349,2003-12-10,2003-04-01,10846.7
2350,2004-07-30,2003-04-01,10884.0
2351,2005-07-29,2003-04-01,10844.6
2352,2006-07-28,2003-04-01,10831.8
2353,2009-07-31,2003-04-01,11008.1
2354,2011-07-29,2003-04-01,11011.6
2355,2013-07-31,2003-04-01,11371.4
2356,2014-07-30,2003-04-01,11370.7
2357,2017-10-27,2003-04-01,11370.653
2358,2018-07-27,2003-04-01,11312.875
2359,2003-10-30,2003-07-01,11038.4
2360,2003-11-25,2003-07-01,11063.4
2362,2003-12-23,2003-07-01,11107.0
2363,2004-07-30,2003-07-01,11116.7
2364,2005-07-29,2003-07-01,11087.4
2365,2006-07-28,2003-07-01,11086.1
2366,2009-07-31,2003-07-01,11255.7
2367,2011-07-29,2003-07-01,11255.1
2368,2013-07-31,2003-07-01,11628.4
2369,2014-07-30,2003-07-01,11625.1
2370,2017-10-27,2003-07-01,11625.136999999999
2371,2018-07-27,2003-07-01,11567.326000000001
2372,2004-01-30,2003-10-01,11246.3
2373,2004-02-27,2003-10-01,11252.3
2374,2004-03-25,2003-10-01,11262.0
2375,2004-07-30,2003-10-01,11270.9
2376,2005-07-29,2003-10-01,11236.0
2377,2006-07-28,2003-10-01,11219.5
2378,2009-07-31,2003-10-01,11416.5
2379,2011-07-29,2003-10-01,11414.8
2380,2013-07-31,2003-10-01,11818.5
2381,2014-07-30,2003-10-01,11816.8
2382,2017-10-27,2003-10-01,11816.827
2383,2018-07-27,2003-10-01,11769.275
2384,2004-04-29,2004-01-01,11447.8
2385,2004-05-27,2004-01-01,11459.6
2386,2004-06-25,2004-01-01,11451.2
2387,2004-07-30,2004-01-01,11472.6
2388,2005-07-29,2004-01-01,11457.1
2389,2006-07-28,2004-01-01,11430.9
2390,2007-07-27,2004-01-01,11405.5
2391,2009-07-31,2004-01-01,11597.2
2392,2011-07-29,2004-01-01,11589.9
2393,2013-07-31,2004-01-01,11991.4
2394,2014-07-30,2004-01-01,11988.4
2395,2017-10-27,2004-01-01,11988.403
2396,2018-07-27,2004-01-01,11920.169
2397,2004-07-30,2004-04-01,11649.3
2398,2004-08-27,2004-04-01,11643.1
2399,2004-09-29,2004-04-01,11657.5
2400,2005-07-29,2004-04-01,11666.1
2401,2006-07-28,2004-04-01,11649.3
2402,2007-07-27,2004-04-01,11610.3
2403,2009-07-31,2004-04-01,11778.4
2404,2011-07-29,2004-04-01,11762.9
2405,2013-07-31,2004-04-01,12183.5
2406,2014-07-30,2004-04-01,12181.4
2407,2017-10-27,2004-04-01,12181.398000000001
2408,2018-07-27,2004-04-01,12108.987
2409,2004-10-29,2004-07-01,11803.5
2410,2004-11-30,2004-07-01,11810.0
2411,2004-12-22,2004-07-01,11814.9
2412,2005-07-29,2004-07-01,11818.8
2413,2006-07-28,2004-07-01,11799.4
2414,2007-07-27,2004-07-01,11779.4
2415,2009-07-31,2004-07-01,11950.5
2416,2011-07-29,2004-07-01,11936.3
2417,2013-07-31,2004-07-01,12369.4
2418,2014-07-30,2004-07-01,12367.7
2419,2017-10-27,2004-07-01,12367.743999999999
2420,2018-07-27,2004-07-01,12303.34
2421,2005-01-28,2004-10-01,11967.0
2422,2005-02-25,2004-10-01,11988.9
2423,2005-03-30,2004-10-01,11994.8
2424,2005-07-29,2004-10-01,11995.2
2425,2006-07-28,2004-10-01,11970.3
2426,2007-07-27,2004-10-01,11948.5
2427,2009-07-31,2004-10-01,12144.9
2428,2011-07-29,2004-10-01,12123.9
2429,2013-07-31,2004-10-01,12563.8
2430,2014-07-30,2004-10-01,12562.2
2431,2017-10-27,2004-10-01,12562.163
2432,2018-07-27,2004-10-01,12522.425
2433,2005-04-28,2005-01-01,12182.7
2434,2005-05-26,2005-01-01,12191.7
2435,2005-07-29,2005-01-01,12198.8
2436,2006-07-28,2005-01-01,12173.2
2437,2007-07-27,2005-01-01,12154.0
2438,2008-07-31,2005-01-01,12155.4
2439,2009-07-31,2005-01-01,12379.5
2440,2011-07-29,2005-01-01,12361.8
2441,2013-07-31,2005-01-01,12816.2
2442,2014-07-30,2005-01-01,12813.7
2443,2017-10-27,2005-01-01,12813.729
2444,2018-07-27,2005-01-01,12761.337
2445,2005-07-29,2005-04-01,12376.2
2446,2005-08-31,2005-04-01,12373.1
2447,2005-09-29,2005-04-01,12378.0
2448,2006-07-28,2005-04-01,12346.1
2449,2007-07-27,2005-04-01,12317.4
2450,2008-07-31,2005-04-01,12297.5
2451,2009-07-31,2005-04-01,12516.8
2452,2011-07-29,2005-04-01,12500.0
2453,2013-07-31,2005-04-01,12975.7
2454,2014-07-30,2005-04-01,12974.1
2455,2017-10-27,2005-04-01,12974.083
2456,2018-07-27,2005-04-01,12910.021999999999
2457,2005-10-28,2005-07-01,12589.6
2458,2005-11-30,2005-07-01,12601.0
2459,2005-12-21,2005-07-01,12605.7
2460,2006-07-28,2005-07-01,12573.5
2461,2007-07-27,2005-07-01,12558.8
2462,2008-07-31,2005-07-01,12538.2
2463,2009-07-31,2005-07-01,12741.6
2464,2011-07-29,2005-07-01,12728.6
2465,2013-07-31,2005-07-01,13206.5
2466,2014-07-30,2005-07-01,13205.4
2467,2017-10-27,2005-07-01,13205.445
2468,2018-07-27,2005-07-01,13142.873
2469,2006-01-27,2005-10-01,12735.3
2470,2006-02-28,2005-10-01,12760.4
2471,2006-03-30,2005-10-01,12766.1
2472,2006-07-28,2005-10-01,12730.5
2473,2007-07-27,2005-10-01,12705.5
2474,2008-07-31,2005-10-01,12696.4
2475,2009-07-31,2005-10-01,12915.6
2476,2011-07-29,2005-10-01,12901.4
2477,2013-07-31,2005-10-01,13383.3
2478,2014-07-30,2005-10-01,13381.6
2479,2017-10-27,2005-10-01,13381.628999999999
2480,2018-07-27,2005-10-01,13332.316
2481,2006-04-28,2006-01-01,13020.9
2482,2006-05-25,2006-01-01,13037.4
2483,2006-06-29,2006-01-01,13042.3
2484,2006-07-28,2006-01-01,13008.4
2485,2007-07-27,2006-01-01,12964.6
2486,2008-07-31,2006-01-01,12959.6
2487,2009-07-31,2006-01-01,13183.5
2488,2011-07-29,2006-01-01,13161.4
2489,2013-07-31,2006-01-01,13649.8
2490,2014-07-30,2006-01-01,13648.9
2491,2017-10-27,2006-01-01,13648.903999999999
2492,2018-07-27,2006-01-01,13603.933
2493,2006-07-28,2006-04-01,13193.9
2494,2006-08-30,2006-04-01,13209.7
2495,2006-09-28,2006-04-01,13197.3
2496,2007-07-27,2006-04-01,13155.0
2497,2008-07-31,2006-04-01,13134.1
2498,2009-07-31,2006-04-01,13347.8
2499,2011-07-29,2006-04-01,13330.4
2500,2013-07-31,2006-04-01,13802.9
2501,2014-07-30,2006-04-01,13799.8
2502,2017-10-27,2006-04-01,13799.794
2503,2018-07-27,2006-04-01,13749.806
2504,2006-10-27,2006-07-01,13308.3
2505,2006-11-29,2006-07-01,13327.1
2506,2006-12-21,2006-07-01,13322.6
2507,2007-07-27,2006-07-01,13266.9
2508,2008-07-31,2006-07-01,13249.6
2509,2009-07-31,2006-07-01,13452.9
2510,2011-07-29,2006-07-01,13432.8
2511,2013-07-31,2006-07-01,13910.5
2512,2014-07-30,2006-07-01,13908.5
2513,2017-10-27,2006-07-01,13908.498
2514,2018-07-27,2006-07-01,13867.469
2515,2007-01-31,2006-10-01,13487.2
2516,2007-02-28,2006-10-01,13449.9
2517,2007-03-29,2006-10-01,13458.2
2518,2007-07-27,2006-10-01,13392.3
2519,2008-07-31,2006-10-01,13370.1
2520,2009-07-31,2006-10-01,13611.5
2521,2011-07-29,2006-10-01,13584.2
2522,2013-07-31,2006-10-01,14068.4
2523,2014-07-30,2006-10-01,14066.4
2524,2017-10-27,2006-10-01,14066.37
2525,2018-07-27,2006-10-01,14037.228000000001
2526,2007-04-27,2007-01-01,13632.6
2527,2007-05-31,2007-01-01,13613.0
2528,2007-06-28,2007-01-01,13620.2
2529,2007-07-27,2007-01-01,13551.9
2530,2008-07-31,2007-01-01,13510.9
2531,2009-07-31,2007-01-01,13795.6
2532,2010-07-30,2007-01-01,13789.5
2533,2011-07-29,2007-01-01,13758.5
2534,2013-07-31,2007-01-01,14235.0
2535,2014-07-30,2007-01-01,14233.2
2536,2017-10-27,2007-01-01,14233.226
2537,2018-07-27,2007-01-01,14208.569
2538,2007-07-27,2007-04-01,13755.9
2539,2007-08-30,2007-04-01,13774.7
2540,2007-09-27,2007-04-01,13768.8
2541,2008-07-31,2007-04-01,13737.5
2542,2009-07-31,2007-04-01,13997.2
2543,2010-07-30,2007-04-01,14008.2
2544,2011-07-29,2007-04-01,13976.8
2545,2013-07-31,2007-04-01,14424.5
2546,2014-07-30,2007-04-01,14422.3
2547,2017-10-27,2007-04-01,14422.313
2548,2018-07-27,2007-04-01,14382.363000000001
2549,2007-10-31,2007-07-01,13926.7
2550,2007-11-29,2007-07-01,13967.3
2551,2007-12-20,2007-07-01,13970.5
2552,2008-07-31,2007-07-01,13950.6
2553,2009-07-31,2007-07-01,14179.9
2554,2010-07-30,2007-07-01,14158.2
2555,2011-07-29,2007-07-01,14126.2
2556,2013-07-31,2007-07-01,14571.9
2557,2014-07-30,2007-07-01,14569.7
2558,2017-10-27,2007-07-01,14569.675
2559,2018-07-27,2007-07-01,14535.003
2560,2008-01-30,2007-10-01,14080.8
2561,2008-02-28,2007-10-01,14084.1
2562,2008-03-27,2007-10-01,14074.2
2563,2008-07-31,2007-10-01,14031.2
2564,2009-07-31,2007-10-01,14337.9
2565,2010-07-30,2007-10-01,14291.3
2566,2011-07-29,2007-10-01,14253.2
2567,2013-07-31,2007-10-01,14690.0
2568,2014-07-30,2007-10-01,14685.3
2569,2017-10-27,2007-10-01,14685.33
2570,2018-07-27,2007-10-01,14681.501
2571,2008-04-30,2008-01-01,14185.2
2572,2008-05-29,2008-01-01,14195.6
2573,2008-06-26,2008-01-01,14201.1
2574,2008-07-31,2008-01-01,14150.8
2575,2009-07-31,2008-01-01,14373.9
2576,2010-07-30,2008-01-01,14328.4
2577,2011-07-29,2008-01-01,14273.9
2578,2013-07-31,2008-01-01,14672.9
2579,2014-07-30,2008-01-01,14668.4
2580,2017-10-27,2008-01-01,14668.445
2581,2018-07-27,2008-01-01,14651.038999999999
2582,2008-07-31,2008-04-01,14256.5
2583,2008-08-28,2008-04-01,14312.5
2584,2008-09-26,2008-04-01,14294.5
2585,2009-07-31,2008-04-01,14497.8
2586,2010-07-30,2008-04-01,14471.8
2587,2011-07-29,2008-04-01,14415.5
2588,2013-07-31,2008-04-01,14817.1
2589,2014-07-30,2008-04-01,14813.0
2590,2017-10-27,2008-04-01,14812.973999999998
2591,2018-07-27,2008-04-01,14805.611
2592,2008-10-30,2008-07-01,14429.2
2593,2008-11-25,2008-07-01,14420.5
2594,2008-12-23,2008-07-01,14412.8
2595,2009-07-31,2008-07-01,14546.7
2596,2010-07-30,2008-07-01,14484.9
2597,2011-07-29,2008-07-01,14395.1
2598,2013-07-31,2008-07-01,14844.3
2599,2014-07-30,2008-07-01,14843.0
2600,2017-10-27,2008-07-01,14842.983
2601,2018-07-27,2008-07-01,14835.187
2602,2009-01-30,2008-10-01,14264.6
2603,2009-02-27,2008-10-01,14200.3
2604,2009-07-31,2008-10-01,14347.3
2605,2010-07-30,2008-10-01,14191.2
2606,2011-07-29,2008-10-01,14081.7
2607,2013-07-31,2008-10-01,14546.7
2608,2014-07-30,2008-10-01,14549.9
2609,2017-10-27,2008-10-01,14549.948999999999
2610,2018-07-27,2008-10-01,14559.543
2611,2009-04-29,2009-01-01,14075.5
2612,2009-05-29,2009-01-01,14089.7
2613,2009-06-25,2009-01-01,14097.2
2614,2009-07-31,2009-01-01,14178.0
2615,2010-07-30,2009-01-01,14049.7
2616,2011-07-29,2009-01-01,13893.7
2617,2012-07-27,2009-01-01,13923.4
2618,2013-07-31,2009-01-01,14381.2
2619,2014-07-30,2009-01-01,14383.9
2620,2017-10-27,2009-01-01,14383.885
2621,2018-07-27,2009-01-01,14394.546999999999
2622,2009-07-31,2009-04-01,14149.8
2623,2009-08-27,2009-04-01,14143.3
2624,2009-09-30,2009-04-01,14151.2
2625,2010-07-30,2009-04-01,14034.5
2626,2011-07-29,2009-04-01,13854.1
2627,2012-07-27,2009-04-01,13885.4
2628,2013-07-31,2009-04-01,14342.1
2629,2014-07-30,2009-04-01,14340.4
2630,2017-10-27,2009-04-01,14340.417
2631,2018-07-27,2009-04-01,14352.85
2632,2009-10-29,2009-07-01,14301.5
2633,2009-11-24,2009-07-01,14266.3
2634,2009-12-22,2009-07-01,14242.1
2635,2010-07-30,2009-07-01,14114.7
2636,2011-07-29,2009-07-01,13920.5
2637,2012-07-27,2009-07-01,13952.2
2638,2013-07-31,2009-07-01,14384.4
2639,2014-07-30,2009-07-01,14384.1
2640,2017-10-27,2009-07-01,14384.145
2641,2018-07-27,2009-07-01,14420.312
2642,2010-01-29,2009-10-01,14463.4
2643,2010-02-26,2009-10-01,14461.7
2644,2010-03-26,2009-10-01,14453.8
2645,2010-07-30,2009-10-01,14277.3
2646,2011-07-29,2009-10-01,14087.4
2647,2012-07-27,2009-10-01,14133.6
2648,2013-07-31,2009-10-01,14564.1
2649,2014-07-30,2009-10-01,14566.5
2650,2017-10-27,2009-10-01,14566.511
2651,2018-07-27,2009-10-01,14628.021
2652,2010-04-30,2010-01-01,14601.4
2653,2010-06-25,2010-01-01,14592.4
2654,2010-07-30,2010-01-01,14446.4
2655,2011-07-29,2010-01-01,14277.9
2656,2012-07-27,2010-01-01,14270.3
2657,2013-07-31,2010-01-01,14672.5
2658,2014-07-30,2010-01-01,14681.1
2659,2017-10-27,2010-01-01,14681.063
2660,2018-07-27,2010-01-01,14721.35
2661,2010-07-30,2010-04-01,14597.7
2662,2010-08-27,2010-04-01,14575.0
2663,2010-09-30,2010-04-01,14578.7
2664,2011-07-29,2010-04-01,14467.8
2665,2012-07-27,2010-04-01,14413.5
2666,2013-07-31,2010-04-01,14879.2
2667,2014-07-30,2010-04-01,14888.6
2668,2018-07-27,2010-04-01,14926.098
2669,2010-10-29,2010-07-01,14730.2
2670,2010-11-23,2010-07-01,14750.2
2671,2010-12-22,2010-07-01,14745.1
2672,2011-07-29,2010-07-01,14605.5
2673,2012-07-27,2010-07-01,14576.0
2674,2013-07-31,2010-07-01,15049.8
2675,2014-07-30,2010-07-01,15057.7
2676,2017-10-27,2010-07-01,15057.66
2677,2018-07-27,2010-07-01,15079.917
2678,2011-01-28,2010-10-01,14870.4
2679,2011-02-25,2010-10-01,14861.0
2680,2011-03-25,2010-10-01,14871.4
2681,2011-07-29,2010-10-01,14755.0
2682,2012-07-27,2010-10-01,14735.9
2683,2013-07-31,2010-10-01,15231.7
2684,2014-07-30,2010-10-01,15230.2
2685,2017-10-27,2010-10-01,15230.208
2686,2018-07-27,2010-10-01,15240.843
2687,2011-04-28,2011-01-01,15006.4
2688,2011-05-26,2011-01-01,15010.3
2689,2011-06-24,2011-01-01,15018.1
2690,2011-07-29,2011-01-01,14867.8
2691,2012-07-27,2011-01-01,14814.9
2692,2013-07-31,2011-01-01,15242.9
2693,2014-07-30,2011-01-01,15238.4
2694,2017-10-27,2011-01-01,15238.371000000001
2695,2018-07-27,2011-01-01,15285.828000000001
2696,2011-07-29,2011-04-01,15003.8
2697,2011-08-26,2011-04-01,14996.8
2698,2011-09-29,2011-04-01,15012.8
2699,2012-07-27,2011-04-01,15003.6
2700,2013-07-31,2011-04-01,15461.9
2701,2014-07-30,2011-04-01,15460.9
2702,2017-10-27,2011-04-01,15460.926000000001
2703,2018-07-27,2011-04-01,15496.188999999998
2704,2011-10-27,2011-07-01,15198.6
2705,2011-11-22,2011-07-01,15180.9
2706,2011-12-22,2011-07-01,15176.1
2707,2012-07-27,2011-07-01,15163.2
2708,2013-07-31,2011-07-01,15611.8
2709,2014-07-30,2011-07-01,15587.1
2710,2017-10-27,2011-07-01,15587.125
2711,2018-07-27,2011-07-01,15591.85
2712,2012-01-27,2011-10-01,15294.3
2713,2012-02-29,2011-10-01,15320.8
2714,2012-03-29,2011-10-01,15319.4
2715,2012-07-27,2011-10-01,15321.0
2716,2013-07-31,2011-10-01,15818.7
2717,2014-07-30,2011-10-01,15785.3
2718,2017-10-27,2011-10-01,15785.312
2719,2018-07-27,2011-10-01,15796.46
2720,2012-04-27,2012-01-01,15461.8
2721,2012-05-31,2012-01-01,15454.0
2722,2012-06-28,2012-01-01,15467.8
2723,2012-07-27,2012-01-01,15478.3
2724,2013-07-31,2012-01-01,16041.6
2725,2014-07-30,2012-01-01,15956.5
2726,2015-07-30,2012-01-01,15973.9
2727,2017-10-27,2012-01-01,15973.881000000001
2728,2018-07-27,2012-01-01,16019.758
2729,2012-07-27,2012-04-01,15595.9
2730,2012-08-29,2012-04-01,15606.1
2731,2012-09-27,2012-04-01,15585.6
2732,2013-07-31,2012-04-01,16160.4
2733,2014-07-30,2012-04-01,16094.7
2734,2015-07-30,2012-04-01,16121.9
2735,2017-10-27,2012-04-01,16121.851
2736,2018-07-27,2012-04-01,16152.257
2737,2012-10-26,2012-07-01,15775.7
2738,2012-11-29,2012-07-01,15797.4
2739,2012-12-20,2012-07-01,15811.0
2740,2013-07-31,2012-07-01,16356.0
2741,2014-07-30,2012-07-01,16268.9
2742,2015-07-30,2012-07-01,16227.9
2743,2017-10-27,2012-07-01,16227.938999999998
2744,2018-07-27,2012-07-01,16257.151000000002
2745,2013-01-30,2012-10-01,15829.0
2746,2013-02-28,2012-10-01,15851.2
2747,2013-03-28,2012-10-01,15864.1
2748,2013-07-31,2012-10-01,16420.3
2749,2014-07-30,2012-10-01,16332.5
2750,2015-07-30,2012-10-01,16297.3
2751,2017-10-27,2012-10-01,16297.348999999998
2752,2018-07-27,2012-10-01,16358.863000000001
2753,2013-04-26,2013-01-01,16010.2
2754,2013-05-30,2013-01-01,16004.5
2755,2013-06-26,2013-01-01,15984.1
2756,2013-07-31,2013-01-01,16535.3
2757,2014-07-30,2013-01-01,16502.4
2758,2015-07-30,2013-01-01,16440.7
2759,2016-07-29,2013-01-01,16475.4
2760,2017-10-27,2013-01-01,16475.44
2761,2018-07-27,2013-01-01,16569.591
2762,2013-07-31,2013-04-01,16633.4
2763,2013-08-29,2013-04-01,16667.9
2764,2013-09-26,2013-04-01,16661.0
2765,2014-07-30,2013-04-01,16619.2
2766,2015-07-30,2013-04-01,16526.8
2767,2016-07-29,2013-04-01,16541.4
2768,2017-10-27,2013-04-01,16541.39
2769,2018-07-27,2013-04-01,16637.926
2770,2013-11-07,2013-07-01,16857.6
2771,2013-12-05,2013-07-01,16890.8
2772,2013-12-20,2013-07-01,16912.9
2773,2014-07-30,2013-07-01,16872.3
2774,2015-07-30,2013-07-01,16727.5
2775,2016-07-29,2013-07-01,16749.3
2776,2017-10-27,2013-07-01,16749.349
2777,2018-07-27,2013-07-01,16848.748
2778,2014-01-30,2013-10-01,17102.5
2779,2014-02-28,2013-10-01,17080.7
2780,2014-03-27,2013-10-01,17089.6
2781,2014-07-30,2013-10-01,17078.3
2782,2015-07-30,2013-10-01,16957.6
2783,2016-07-29,2013-10-01,16999.9
2784,2017-10-27,2013-10-01,16999.888
2785,2018-07-27,2013-10-01,17083.137
2786,2014-04-30,2014-01-01,17149.6
2787,2014-05-29,2014-01-01,17101.3
2788,2014-06-25,2014-01-01,17016.0
2789,2014-07-30,2014-01-01,17044.0
2790,2015-07-30,2014-01-01,16984.3
2791,2016-07-29,2014-01-01,17025.2
2792,2017-07-28,2014-01-01,17031.3
2793,2017-10-27,2014-01-01,17031.324
2794,2018-07-27,2014-01-01,17102.932
2795,2019-07-26,2014-01-01,17104.555
2796,2014-07-30,2014-04-01,17294.7
2797,2014-08-28,2014-04-01,17311.3
2798,2014-09-26,2014-04-01,17328.2
2799,2015-07-30,2014-04-01,17270.0
2800,2016-07-29,2014-04-01,17285.6
2801,2017-07-28,2014-04-01,17320.9
2802,2017-10-27,2014-04-01,17320.921000000002
2803,2018-07-27,2014-04-01,17425.766
2804,2019-07-26,2014-04-01,17432.909
2805,2014-10-30,2014-07-01,17535.4
2806,2014-11-25,2014-07-01,17555.2
2807,2014-12-23,2014-07-01,17599.8
2808,2015-07-30,2014-07-01,17522.1
2809,2016-07-29,2014-07-01,17569.4
2810,2017-07-28,2014-07-01,17622.3
2811,2017-10-27,2014-07-01,17622.256999999998
2812,2018-07-27,2014-07-01,17719.836
2813,2019-07-26,2014-07-01,17721.657
2814,2015-01-30,2014-10-01,17710.7
2815,2015-02-27,2014-10-01,17701.3
2816,2015-03-27,2014-10-01,17703.7
2817,2015-07-30,2014-10-01,17615.9
2818,2016-07-29,2014-10-01,17692.2
2819,2017-07-28,2014-10-01,17735.9
2820,2017-10-27,2014-10-01,17735.933
2821,2018-07-27,2014-10-01,17838.453999999998
2822,2019-07-26,2014-10-01,17849.912
2823,2015-04-29,2015-01-01,17710.0
2824,2015-05-29,2015-01-01,17665.0
2825,2015-06-24,2015-01-01,17693.3
2826,2015-07-30,2015-01-01,17649.3
2827,2016-07-29,2015-01-01,17783.6
2828,2017-07-28,2015-01-01,17874.7
2829,2017-10-27,2015-01-01,17874.715
2830,2018-07-27,2015-01-01,17970.422
